mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
112.58135294914246,1.8319256100375851,1.6553719838460286,0.34470621117533656,10,10,"{'max_depth': 10, 'n_estimators': 10}",0.7048743207125387,0.7070484742359688,0.7083537457503315,0.706758846899613,0.0014351568192775286,2
203.95804826418558,2.5970871693169233,0.6038046677907308,0.029817143954840638,15,10,"{'max_depth': 15, 'n_estimators': 10}",0.7056615284465833,0.7078828991681756,0.7082046678797362,0.7072496984981651,0.0011306625964423972,1
