mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
103.63775324821472,0.36656661114200206,8.032299598058065,0.14387197785622025,3,50,"{'max_depth': 3, 'max_iter': 50}",0.7078253262032026,0.7091596831015191,0.7099417816501009,0.7089755969849408,0.0008737893294587765,2
123.12674752871196,0.5117120644103598,5.840144634246826,0.05996084953399028,5,50,"{'max_depth': 5, 'max_iter': 50}",0.7119181680915867,0.7131623057535659,0.7136475566846839,0.7129093435099455,0.0007283262313948779,1
