_category,count,mean,tasa_default_pct
RENT,534421,0.23216527793630864,23.216527793630863
OWN,144832,0.20619752540874944,20.619752540874945
ANY,286,0.1958041958041958,19.58041958041958
OTHER,144,0.1875,18.75
MORTGAGE,665579,0.17207724402362454,17.207724402362455
NONE,48,0.14583333333333334,14.583333333333334
