_category,count,mean,tasa_default_pct
G,9132,0.49934296977660975,49.93429697766098
F,32058,0.4520244556740907,45.20244556740907
E,93650,0.38478376935397757,38.478376935397755
D,200953,0.30382228680338186,30.382228680338187
C,381686,0.2243964934527334,22.43964934527334
B,392741,0.1338515713918333,13.38515713918333
A,235090,0.06040665277127909,6.040665277127909
