grade,n,porcentaje,categoria_rara_menor_1pct
B,392741,29.193345771606545,False
C,381686,28.371602084277974,False
A,235090,17.474782763823953,False
D,200953,14.937300696493745,False
E,93650,6.961220833859854,False
F,32058,2.3829451947878186,False
G,9132,0.6788026551501141,True
